"","days","BroodID","RingId","ObservationDate","LeftWing","CalculatedMass","Year","Observation.n","Chick.n","found.dead","hatch.date.est","hatch.date.est1","length.chick","length.chick.check","Rank","temp","diff.weight","temp1","diff.wing","temp2","days.prev.measure","daily.weight.change","daily.wing.growth","CI","brood.sizeF","brood.size.change01","brood.size.change","prey.nest.Fcoop01","prey.per.chickF","prey.per.chickM","prey.per.chick","prop.succ.dives.F","prop.succ.dives.M","vedba.avg.F","vedba.avg.M","hunt.att.sum.F","hunt.att.sum.M","prey.nest.Fcoop01_z","prey.per.chickF_z","prey.per.chickM_z","prey.per.chick_z","prop.succ.dives.F_z","prop.succ.dives.M_z","vedba.avg.F_z","vedba.avg.M_z","hunt.att.sum.F_z","hunt.att.sum.M_z","egg.nestl.ratio2","Nb_Eggs","Nb_Nestlings2","group12","group123","Date_attached.M","Date_attached_julian.M","Date_recapture.M","Date_recapture_julian.M","Date_attached.F","Date_attached_julian.F","Date_recapture.F","Date_recapture_julian.F","hatch.to.gps.depl","obs.to.gps.depl","obs.to.gps.rec","track.periodF","check.deplMF","time.group","YearF"
"591",34,2011,"M043613",2019-06-21,161,268.3,2019,1,1,0,2019-05-18,2019-05-18,34,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,1.66645962732919,"4","0",0,0.36986301369863,0.675,1.15,1.825,0.215909090909091,0.141630901287554,0.28125702001741,0.359915781460185,88,233,0.914200740726107,0.12178250132904,-0.918354769890492,-0.765959300763272,-0.0341331027891166,-2.05574190951232,-0.00305883701531865,-0.266629650414511,-0.213314434344145,0.427092447698161,1,4,4,"2","3",2019-06-13,164,2019-06-22,173,2019-06-13,164,2019-06-22,173,2246400,8,-1,9,0,"2","2019"
"592",27,2014,"M043613",2019-06-12,119,241.7,2019,1,2,0,2019-05-16,2019-05-16,27,0,"3",268.3,-26.6,161,-42,2019-06-21,-9,2.95555555555556,4.66666666666667,2.03109243697479,"5","1",-1,0.3,0.6,1.4,2,0.176470588235294,0.309859154929577,0.374310338928481,0.312715211022092,119,142,0.320754280120259,-0.0875522328418854,-0.567479901118712,-0.546468801052318,-0.535063241557058,0.315692881852023,1.33171738676225,-1.26674589427047,0.310772777307904,-1.07880388640795,0.666666666666667,6,4,"2","2",2019-06-12,163,2019-06-21,172,2019-06-12,163,2019-06-21,172,2332800,0,-9,9,0,"1","2019"
"593",38,2011,"M043614",2019-06-21,178,341.5,2019,1,2,0,2019-05-14,2019-05-14,38,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,1.9185393258427,"4","0",0,0.36986301369863,0.675,1.15,1.825,0.215909090909091,0.141630901287554,0.28125702001741,0.359915781460185,88,233,0.914200740726107,0.12178250132904,-0.918354769890492,-0.765959300763272,-0.0341331027891166,-2.05574190951232,-0.00305883701531865,-0.266629650414511,-0.213314434344145,0.427092447698161,1,4,4,"2","3",2019-06-13,164,2019-06-22,173,2019-06-13,164,2019-06-22,173,2592000,8,-1,9,0,"2","2019"
"594",30,2014,"M043614",2019-06-12,140,271.1,2019,1,3,0,2019-05-13,2019-05-13,30,0,"2",341.5,-70.4,178,-38,2019-06-21,-9,7.82222222222222,4.22222222222222,1.93642857142857,"5","1",-1,0.3,0.6,1.4,2,0.176470588235294,0.309859154929577,0.374310338928481,0.312715211022092,119,142,0.320754280120259,-0.0875522328418854,-0.567479901118712,-0.546468801052318,-0.535063241557058,0.315692881852023,1.33171738676225,-1.26674589427047,0.310772777307904,-1.07880388640795,0.666666666666667,6,4,"2","2",2019-06-12,163,2019-06-21,172,2019-06-12,163,2019-06-21,172,2592000,0,-9,9,0,"1","2019"
"595",24,2014,"M043615",2019-06-12,102,210.6,2019,1,4,0,2019-05-19,2019-05-19,24,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,2.06470588235294,"5","1",-1,0.3,0.6,1.4,2,0.176470588235294,0.309859154929577,0.374310338928481,0.312715211022092,119,142,0.320754280120259,-0.0875522328418854,-0.567479901118712,-0.546468801052318,-0.535063241557058,0.315692881852023,1.33171738676225,-1.26674589427047,0.310772777307904,-1.07880388640795,0.666666666666667,6,4,"2","2",2019-06-12,163,2019-06-21,172,2019-06-12,163,2019-06-21,172,2073600,0,-9,9,0,"1","2019"
"596",30,2014,"M043615",2019-06-21,140,363.3,2019,2,1,0,NA,2019-05-13,39,0,"4",210.6,152.7,102,38,2019-06-12,9,16.9666666666667,4.22222222222222,2.595,"5","1",-1,0.3,0.6,1.4,2,0.176470588235294,0.309859154929577,0.374310338928481,0.312715211022092,119,142,0.320754280120259,-0.0875522328418854,-0.567479901118712,-0.546468801052318,-0.535063241557058,0.315692881852023,1.33171738676225,-1.26674589427047,0.310772777307904,-1.07880388640795,0.666666666666667,6,4,"2","2",2019-06-12,163,2019-06-21,172,2019-06-12,163,2019-06-21,172,2592000,9,0,9,0,"2","2019"
"597",44,2014,"M043615",2019-07-08,210,371,2019,3,1,0,NA,2019-05-13,56,0,"4",363.3,7.69999999999999,140,70,2019-06-21,17,0.452941176470588,4.11764705882353,1.76666666666667,"5","1",-1,0.3,0.6,1.4,2,0.176470588235294,0.309859154929577,0.374310338928481,0.312715211022092,119,142,0.320754280120259,-0.0875522328418854,-0.567479901118712,-0.546468801052318,-0.535063241557058,0.315692881852023,1.33171738676225,-1.26674589427047,0.310772777307904,-1.07880388640795,0.666666666666667,6,4,"2","2",2019-06-12,163,2019-06-21,172,2019-06-12,163,2019-06-21,172,2592000,26,17,9,0,"3","2019"
"598",50,2014,"M043615",2019-07-15,238,370,2019,4,1,0,NA,2019-05-13,63,0,"4",371,-1,210,28,2019-07-08,7,-0.142857142857143,4,1.5546218487395,"5","1",-1,0.3,0.6,1.4,2,0.176470588235294,0.309859154929577,0.374310338928481,0.312715211022092,119,142,0.320754280120259,-0.0875522328418854,-0.567479901118712,-0.546468801052318,-0.535063241557058,0.315692881852023,1.33171738676225,-1.26674589427047,0.310772777307904,-1.07880388640795,0.666666666666667,6,4,"2","2",2019-06-12,163,2019-06-21,172,2019-06-12,163,2019-06-21,172,2592000,33,24,9,0,"3","2019"
"599",22,2014,"M043616",2019-06-12,86,203.3,2019,1,5,0,2019-05-21,2019-05-21,22,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,2.36395348837209,"5","1",-1,0.3,0.6,1.4,2,0.176470588235294,0.309859154929577,0.374310338928481,0.312715211022092,119,142,0.320754280120259,-0.0875522328418854,-0.567479901118712,-0.546468801052318,-0.535063241557058,0.315692881852023,1.33171738676225,-1.26674589427047,0.310772777307904,-1.07880388640795,0.666666666666667,6,4,"2","2",2019-06-12,163,2019-06-21,172,2019-06-12,163,2019-06-21,172,1900800,0,-9,9,0,"1","2019"
"600",28,2014,"M043616",2019-06-21,126,223.3,2019,2,2,0,NA,2019-05-19,33,0,"4",203.3,20,86,40,2019-06-12,9,2.22222222222222,4.44444444444444,1.77222222222222,"5","1",-1,0.3,0.6,1.4,2,0.176470588235294,0.309859154929577,0.374310338928481,0.312715211022092,119,142,0.320754280120259,-0.0875522328418854,-0.567479901118712,-0.546468801052318,-0.535063241557058,0.315692881852023,1.33171738676225,-1.26674589427047,0.310772777307904,-1.07880388640795,0.666666666666667,6,4,"2","2",2019-06-12,163,2019-06-21,172,2019-06-12,163,2019-06-21,172,2073600,9,0,9,0,"2","2019"
